cluster_id,n_samples,ratio,mae_1h,rmse_1h,nrmse_1h,mae_2h,rmse_2h,nrmse_2h,mae_4h,rmse_4h,nrmse_4h,avg_membership,pca_dim,pca_mode,pca_total_explained
0,1309,0.2891539650982991,2.7449128751004133,4.151915338345371,0.08303830676690742,4.005325058867389,6.028050672312334,0.12056101344624669,5.864013817269063,8.668606279122374,0.17337212558244747,0.8873979389714357,3,fixed,0.6229057908058167
1,2902,0.6410426330903468,2.425035573576663,3.863975521782009,0.07727951043564019,3.0391448012524416,4.8657972346667515,0.09731594469333503,3.3507377672475056,5.501704278753838,0.11003408557507675,0.8178683317027716,3,fixed,0.6229057908058167
2,316,0.0698034018113541,4.600361315289765,6.2957397636789185,0.12591479527357838,5.2577911631785925,7.490884288140408,0.14981768576280816,5.009343638250715,7.715503833035455,0.1543100766607091,0.6758131662241212,3,fixed,0.6229057908058167
